No,TI024111,TI024114,PI024111,PI024114,PDI024112,FI024117,ZI024113,TI024202,TI024207,TI024208,PI024202,PI024207,PI024208,FI024202,FI024208,TI024301,PI02001A,FI02001A,SI0201,TIA024500A,TIA024501A,TIA024502A,TIA024503A,TIA024504A,TIA024505A,TIA024506A,TIA024507A,TIA024508A,TIA024509A,TIA024510A,TIA024511A,TIA024512A,TIA024513A,TIA024514A,TIA024515A,VIA024502X,VIA024502Y,VIA024503X,VIA024503Y,VIA024506X,VIA024506Y,VIA024507X,VIA024507Y,VIA024508X,VIA024508Y,VIA024511X,VIA024511Y,VIA024514X,VIA024514Y,VIA024515X,VIA024515Y,ZIA024503A,ZIA024503B,ZIA024504A,ZIA024504B,ZIA024512A,ZIA024512B,K024504,K024515,II024501,II024502,SI024402,SI024403,SI024404,SI024405,SI024406
3770,23.54,87.45,95.16,0.61,7.52,200064.8,51.27,4564,249.39,31.06,0.59,6.74,6.75,144251.3,72824.59,57.64,9.04,0,4563,71.63,55.26,71.45,51.53,63.57,57.13,53.36,68.92,56.54,81.19,53.39,56.87,52.44,54.02,80.24,57.61,36.59,48.37,51.95,66.85,7.25,10.5,8.98,9.36,8.68,11.89,16.32,18.81,27.39,20.69,13.8,19.32,-0.27,-0.27,-0.4,-0.4,0.26,0.28,11516.89,4587.14,0,0,4564,4563,4563,4564,4563
3771,21.18,88.26,95.1,0.61,7.52,208704.8,53.32,4598,249.9,31.2,0.59,6.77,6.78,142718,72910.38,57.35,8.7,0,4599,71.81,55.52,71.7,51.53,63.57,58.12,53.47,68.88,56.84,81.63,53.39,56.87,53.06,54.27,80.31,57.86,35.06,51.8,51.57,87.61,6.68,9.93,9.36,8.4,9.43,12.46,16.7,19.01,28.38,25.03,17.54,19.72,-0.28,-0.28,-0.4,-0.4,0.25,0.27,11563.59,4602.14,0,0,4598,4598,4599,4598,4598
3772,20.81,89.14,95.19,0.61,7.54,205185,46.9,4596,244.41,31.27,0.59,6.79,6.8,144401.2,74213.77,57.46,8.75,0,4596,72,55.52,71.45,51.75,63.61,58.12,53.69,68.81,56.73,81.37,53.54,56.91,53.43,54.2,80.6,58.01,37.35,51.42,53.09,62.09,6.49,10.69,9.55,8.6,9.43,11.89,16.9,19.01,24.24,23.65,16.56,19.91,-0.28,-0.28,-0.4,-0.4,0.26,0.27,11557.63,4605.79,0,0,4596,4596,4596,4597,4596
3773,21.15,89.72,95.24,0.62,7.33,203316.9,48.27,4597,300,31.18,0.59,6.8,6.81,145121.8,71771.73,57.46,8.69,0,4597,71.92,55.33,71.59,51.56,63.79,58.37,53.5,68.99,56.84,81.85,53.39,56.8,53.8,54.16,80.35,58.04,37.35,51.61,52.71,64.95,6.68,10.69,9.74,9.36,9.62,12.08,17.09,19.58,26.21,20.69,14.98,18.34,-0.28,-0.28,-0.41,-0.4,0.25,0.26,11555.09,4595.62,0,0,4597,4597,4597,4598,4597
3774,21.56,87.12,95.27,0.61,7.39,201647,50.29,4585,219.8,30.88,0.59,6.78,6.79,137929.3,74144.01,56.87,9.06,0,4585,71.63,55.3,71.16,51.45,63.65,57.42,53.17,68.99,56.36,81.45,53.17,56.69,52.26,53.72,80.16,57.72,35.63,51.99,51.57,68.57,6.87,10.31,8.6,8.6,8.87,11.33,16.51,19.39,27.39,23.45,14.19,20.9,-0.27,-0.28,-0.4,-0.4,0.26,0.28,11491.6,4547.4,0,0,4585,4585,4585,4584,4585
3775,21.39,88.62,95.27,0.61,7.56,204091.3,49.02,4566,240.6,31.01,0.59,6.75,6.76,141832.8,76849.9,57.17,8.74,3.5,4566,71.74,55.23,71.27,51.42,63.68,57.42,53.32,68.99,56.51,81.48,53.21,56.69,52.88,54.09,80.49,57.86,34.87,51.04,50.43,65.33,7.45,9.93,9.36,9.36,9.43,11.51,16.9,18.81,28.18,27.19,17.74,21.89,-0.27,-0.28,-0.39,-0.4,0.25,0.26,11432.29,4536.45,0,0,4566,4566,4566,4566,4566
3776,20.77,85.62,95.27,0.61,7.5,204554.5,58.3,4568,300,30.64,0.59,6.7,6.71,141769.2,74754.78,57.75,9.28,0,4568,71.48,55.23,71.27,51.12,63.35,57.24,52.95,68.96,56.18,81.26,53.06,56.47,51.82,53.47,79.83,57.42,34.87,48.95,52.9,67.23,7.06,10.5,9.17,8.79,8.87,13.21,16.7,19.2,29.36,23.06,17.15,25.04,-0.28,-0.28,-0.39,-0.4,0.27,0.29,11457.09,4554.7,0,0,4568,4568,4567,4568,4568
3777,18.58,87.89,95.27,0.61,7.97,206654.9,46.9,4569,300,30.64,0.59,6.75,6.76,143933.2,72813.46,57.46,8.9,0,4570,71.78,55.15,71.05,51.23,63.65,57.5,53.03,69.1,56.47,81.52,53.1,56.58,52.3,53.65,80.42,57.57,34.68,53.9,51.19,61.71,6.68,10.31,9.36,8.79,9.43,13.02,16.51,18.81,27.39,22.27,14.19,22.28,-0.28,-0.28,-0.39,-0.4,0.27,0.28,11515.23,4593.49,0,0,4569,4570,4570,4570,4570
3778,17.63,88.22,95.24,0.61,7.6,207082.7,46.85,4605,300,30.54,0.59,6.78,6.79,142005.4,75868.68,57.24,9.03,0,4604,71.78,55.23,70.9,51.31,63.76,57.64,52.95,69.14,56.32,81.85,52.92,56.43,52.52,53.58,80.31,57.39,39.82,50.85,53.09,60.38,7.25,10.5,10.12,8.6,9.05,11.89,16.7,18.81,25.23,23.45,15.57,19.13,-0.28,-0.29,-0.39,-0.4,0.26,0.28,11561.48,4604.38,0,0,4605,4605,4605,4604,4605
3779,17.11,87.27,95.22,0.61,7.56,200113.9,48.12,4568,262.72,30.18,0.59,6.76,6.76,138952.2,73387.8,57.24,8.67,3.47,4567,71.59,54.82,70.72,51.05,63.54,57.68,52.63,69.4,56.14,81.81,52.7,56.1,52.3,53.28,80.16,57.17,39.82,55.23,59.18,65.9,7.25,10.69,9.17,7.83,9.24,13.02,16.32,18.81,27.98,19.31,16.95,24.05,-0.29,-0.29,-0.39,-0.41,0.26,0.28,11464.02,4566.69,0,0,4568,4567,4568,4568,4567
3780,16.53,86.68,95.22,0.61,7.64,201691.7,48.22,4601,248.58,29.96,0.59,6.77,6.77,142959.5,75899.72,57.09,9.11,3.43,4602,71.63,55.01,70.68,50.94,63.54,56.65,52.55,69.36,55.99,81.59,52.84,56.1,52.26,53.21,80.24,57.06,36.39,56.37,55.95,67.23,7.25,10.5,9.55,8.79,8.87,11.89,16.9,19.2,26.6,18.92,16.95,24.84,-0.29,-0.29,-0.39,-0.41,0.27,0.29,11587.51,4605.72,0,0,4601,4601,4601,4602,4602
3781,15.34,85.11,95.16,0.62,7.76,202751.1,57.3,4546,252.25,29.86,0.59,6.77,6.78,143208.6,78253.5,56.95,8.9,0,4546,71.45,54.75,70.9,50.54,63.57,57.24,52.37,69.36,55.66,81.74,52.59,55.92,52.33,53.03,79.87,57.06,37.54,52.95,55.76,68.38,7.06,9.54,8.98,8.4,8.87,12.46,16.51,18.81,29.17,19.9,17.15,24.65,-0.3,-0.3,-0.38,-0.4,0.26,0.28,11491.63,4575.34,0,0,4546,4546,4546,4545,4546
3782,15.61,87.05,95.16,0.62,7.57,198729.9,46.17,4605,300,29.93,0.59,6.79,6.8,142942.1,69888.34,56.76,8.89,0,4604,71.59,54.9,70.53,51.05,63.5,57.5,52.52,69.47,56.07,82,52.73,56.1,52.59,53.03,80.2,57.2,36.59,51.42,53.29,65.9,6.87,9.93,9.93,8.6,9.43,13.78,16.9,19.39,27.2,23.65,14.78,19.91,-0.29,-0.29,-0.4,-0.4,0.26,0.28,11569.72,4610.14,0,0,4605,4605,4605,4605,4605
3783,14.69,87.2,95.19,0.62,7.72,197771.4,48.34,4565,220.53,29.91,0.59,6.77,6.78,143010.5,76231.99,57.09,8.85,3.48,4566,71.56,54.79,70.5,50.72,63.65,57.46,52.44,69.54,55.92,81.89,52.52,55.92,52.37,53.03,79.91,57.06,37.16,52.18,51.57,67.61,7.25,9.73,8.6,9.55,8.87,11.7,16.7,19.01,30.74,20.89,14.98,22.28,-0.3,-0.3,-0.4,-0.4,0.26,0.28,11429.21,4569.11,0,0,4565,4566,4566,4566,4565
3784,14.65,87.01,95.27,0.62,7.95,200873.6,47.53,4589,258.33,29.91,0.59,6.76,6.77,142404.3,75280.39,56.91,9.08,0,4589,71.59,54.86,70.53,50.83,63.76,57.53,52.59,69.51,56.07,81.92,52.63,55.99,52.44,53.06,80.02,57.17,36.78,52.56,58.42,62.66,7.25,10.12,8.4,8.79,9.62,13.21,16.32,18.81,28.38,23.65,16.36,20.9,-0.3,-0.3,-0.4,-0.41,0.26,0.28,11519.5,4584.62,0,0,4589,4589,4589,4589,4589
3785,16.06,84.81,95.3,0.62,7.6,202250.3,48.68,4572,259.28,29.86,0.59,6.79,6.79,144834.6,81036.57,57.02,9.11,0,4573,71.52,54.75,70.39,50.9,63.61,56.69,52.37,69.65,55.85,81.78,52.55,55.92,52.08,52.92,80.09,57.06,36.2,52.56,58.04,64.57,7.64,9.93,9.36,8.21,9.24,14.72,16.7,19.39,26.41,24.24,13.99,21.1,-0.3,-0.3,-0.4,-0.4,0.26,0.28,11482.12,4571.29,0,0,4572,4573,4572,4573,4573
3786,17.05,83.79,95.27,0.61,7.97,201371.8,56.3,4547,217.31,29.98,0.59,6.75,6.76,142720.1,78862.45,57.09,9.14,0,4547,71.45,54.82,70.86,50.65,63.57,57.39,52.3,69.43,55.81,81.78,52.48,55.88,51.93,52.95,79.91,56.84,36.01,51.99,56.9,63.04,7.06,9.73,8.21,8.4,8.87,12.84,16.51,19.01,21.09,18.33,17.74,23.27,-0.3,-0.3,-0.4,-0.4,0.26,0.28,11428.99,4565.49,0,0,4547,4547,4547,4547,4547
3787,17.01,85.88,95.24,0.62,7.59,204695.6,48.32,4585,271.73,30.37,0.59,6.8,6.8,146351.1,72391.7,57.09,8.78,0,4586,71.59,55.04,70.83,51.09,63.57,57.35,52.66,69.25,56.07,81.7,52.81,56.1,52.63,53.39,80.09,57.35,34.68,51.42,57.66,62.28,7.25,10.12,9.17,8.6,9.05,13.21,16.7,19.01,25.62,21.28,16.36,24.05,-0.29,-0.29,-0.4,-0.4,0.26,0.28,11525.17,4588.25,0,0,4585,4586,4586,4585,4585
3788,18.07,86.24,95.27,0.62,7.85,207019.4,49.27,4590,250.42,30.66,0.59,6.78,6.8,138513.8,80977.87,57.13,9.15,3.41,4591,71.81,55.04,70.97,51.27,63.57,57.86,52.99,69.21,56.32,81.78,52.95,56.29,52.84,53.76,80.27,57.5,36.01,49.52,55.57,63.04,7.06,9.93,8.98,8.98,9.05,12.27,16.7,19.39,26.01,21.68,16.95,26.22,-0.29,-0.29,-0.4,-0.4,0.26,0.28,11533.69,4602.64,0,0,4590,4590,4590,4591,4590
3789,19.1,86.57,95.27,0.61,7.5,218473.5,50.17,4603,243.6,31.01,0.59,6.79,6.8,140804.1,80159.84,57.2,9.05,0,4604,71.89,55.37,71.16,51.31,63.57,57.86,53.25,68.99,56.4,81.7,53.1,56.54,52.73,53.8,80.31,57.57,38.3,51.99,56.9,63.61,7.25,10.12,9.36,8.79,9.24,12.84,16.7,18.81,24.44,21.87,13.99,19.32,-0.29,-0.29,-0.4,-0.4,0.27,0.28,11516.51,4588.69,0,0,4603,4603,4603,4604,4603
3790,20.4,87.12,95.24,0.62,7.76,209641.7,51.22,4587,260.38,31.52,0.59,6.74,6.75,142855.6,73740.76,57.09,8.96,0,4587,71.85,55.52,71.67,51.53,63.76,58.26,53.5,68.92,56.62,81.78,53.39,56.69,53.61,54.2,80.31,57.83,35.06,51.23,56.71,62.66,6.87,9.93,8.98,10.31,10,13.21,16.51,18.81,25.82,21.87,17.15,25.63,-0.28,-0.29,-0.4,-0.4,0.25,0.27,11534.96,4600.89,0,0,4587,4588,4587,4588,4588
3791,20.36,86.43,95.22,0.62,7.38,214383.1,50.81,4539,203.17,31.67,0.59,6.76,6.77,141768.6,70212.56,56.95,9.01,3.4,4539,71.89,55.33,71.63,51.42,63.5,57.57,53.36,69.1,56.69,81.15,53.43,56.62,53.47,53.98,80.31,57.79,34.87,50.28,57.28,66.09,6.87,10.31,9.55,8.98,9.24,13.02,16.51,18.81,27.59,19.51,16.16,22.28,-0.28,-0.28,-0.4,-0.4,0.26,0.28,11406.73,4549.57,0,0,4539,4540,4539,4540,4539
3792,21.05,88.11,95.19,0.62,7.64,203719.8,49.73,4605,212.7,32.15,0.59,6.74,6.74,141952.5,70125.26,57.2,9.27,3.5,4605,71.85,55.77,71.89,51.78,63.57,58.96,54.02,68.59,57.09,81.59,53.8,57.13,54.09,54.64,80.46,58.15,33.16,47.8,57.09,62.09,6.87,10.31,9.17,8.21,9.62,13.02,16.7,19.2,24.04,24.24,15.18,23.27,-0.28,-0.28,-0.4,-0.4,0.25,0.27,11566.62,4604.19,0,0,4605,4605,4605,4605,4605
3793,22.17,88.48,95.01,0.61,7.52,212159.6,51.71,4600,300,32.28,0.59,6.74,6.75,142223.6,78259.31,57.31,9.17,0,4601,72.03,55.88,72.22,52.04,63.06,59.25,54.27,68.52,57.28,81.37,54.02,57.39,54.31,54.9,80.49,58.41,36.59,48.57,54.43,63.23,6.3,9.93,9.17,8.79,9.43,14.35,16.7,19.2,22.27,22.07,14.19,21.89,-0.28,-0.28,-0.4,-0.4,0.25,0.27,11545.73,4594.78,0,0,4600,4600,4600,4600,4600
3794,22.21,87.78,94.95,0.61,7.6,210391.9,53.78,4590,240.6,32.69,0.59,6.77,6.77,142476.4,79449.6,57.35,9.05,0,4591,72.03,56.1,72.25,52.04,63.1,59.14,54.35,68.56,57.39,81.26,54.05,57.42,54.27,54.64,80.6,58.37,33.16,50.47,51.95,65.33,6.49,10.31,9.36,8.79,9.62,13.21,17.09,19.01,29.17,19.31,15.37,21.29,-0.28,-0.28,-0.4,-0.4,0.26,0.28,11528.16,4588.8,0,0,4590,4591,4591,4590,4591
3795,23.47,89.25,94.83,0.62,7.59,212651,54.18,4603,239.5,32.89,0.59,6.75,6.76,142711.1,77163.12,57.42,8.77,3.46,4603,72.4,56.14,72.62,52.3,62.99,59.14,54.71,68.48,57.79,80.97,54.38,57.61,54.9,55.37,80.09,58.81,36.59,51.61,56.52,65.71,6.3,10.88,8.79,8.98,9.81,13.02,16.51,18.81,24.83,25.03,16.56,23.86,-0.28,-0.28,-0.4,-0.4,0.24,0.26,11533.74,4584.29,0,0,4603,4603,4603,4603,4603
3796,23.81,89.17,94.78,0.62,7.56,207434.3,52.71,4555,258.84,33.03,0.6,6.76,6.77,146630.8,76257.05,57.57,8.89,0,4556,72.14,56.1,72.8,52.33,62.84,58.19,54.68,68.37,57.86,80.71,54.24,57.68,54.9,55.23,80.38,58.7,34.49,52.95,51.76,67.23,6.87,10.5,9.36,8.98,10,12.46,16.51,18.81,20.89,22.46,13.4,19.52,-0.27,-0.28,-0.4,-0.39,0.25,0.27,11487.73,4588.93,0,0,4555,4555,4555,4555,4555
3797,24.22,89.06,94.78,0.61,7.68,224480.7,53.03,4605,300,32.64,0.59,6.76,6.77,144861.2,71155.8,58.04,9.09,3.43,4606,72.11,56.25,72.55,52.44,62.92,58.81,54.6,68.23,57.79,80.9,54.27,57.79,54.38,55.12,80.38,58.67,33.92,49.9,50.43,65.52,6.49,11.07,10.31,8.98,9.43,12.65,16.7,18.81,22.86,22.27,15.18,19.32,-0.27,-0.27,-0.4,-0.4,0.26,0.28,11549,4590.89,0,0,4605,4606,4606,4605,4606
3798,24.12,89.61,94.72,0.61,7.41,205743.6,52.05,4600,258.18,33.01,0.59,6.75,6.76,141496.7,68495.04,58.15,8.82,0,4600,72.29,56.36,72.55,52.44,62.84,58.81,54.71,68.48,58.08,80.79,54.49,57.83,54.68,55.41,80.68,58.89,34.11,49.14,52.14,66.09,6.49,10.5,9.36,9.36,9.81,13.02,16.51,18.24,24.83,24.44,17.54,22.67,-0.27,-0.27,-0.4,-0.4,0.25,0.27,11550.37,4597.57,0,0,4600,4600,4600,4600,4600
3799,23.54,90.16,94.81,0.61,7.47,222179.8,51.42,4597,246.02,32.98,0.59,6.78,6.78,143858.2,76488.3,58.26,8.42,0,4597,72.25,56.36,72.62,52.66,62.81,59.18,54.86,68.34,58.15,81.01,54.49,57.83,54.79,55.55,80.75,58.81,38.68,48.76,52.33,67.61,6.68,10.5,9.74,8.79,9.62,12.46,16.32,18.81,27,25.22,17.15,23.27,-0.27,-0.27,-0.4,-0.4,0.25,0.27,11512.46,4577.12,0,0,4597,4598,4598,4597,4597
3800,21.97,90.13,94.75,0.61,7.23,215150.8,52.56,4590,242.8,33.15,0.59,6.76,6.77,142838.9,77681.35,58.19,8.85,3.48,4589,72.22,56.36,72.8,52.59,62.81,58.59,54.82,68.26,58.26,80.75,54.46,57.83,54.93,55.48,80.86,59,35.44,53.33,55.57,64.19,6.68,10.31,9.93,8.79,9.43,12.65,16.51,18.81,29.76,22.66,15.57,20.7,-0.27,-0.28,-0.41,-0.4,0.24,0.26,11523.26,4598.53,0,0,4590,4589,4590,4589,4590
3801,21.69,89.87,94.75,0.62,7.4,208606.2,49.9,4619,224.27,32.81,0.59,6.77,6.78,143384.3,70417.38,57.94,8.97,0,4620,72.22,56.29,72.51,52.55,62.88,57.35,54.79,68.37,58.15,80.64,54.38,57.94,54.79,55.3,81.23,58.81,38.49,51.23,51.76,64.19,6.49,10.31,9.36,9.55,9.81,12.65,16.51,19.39,24.24,26.21,17.15,23.27,-0.28,-0.28,-0.4,-0.39,0.26,0.27,11514.64,4570.54,0,0,4619,4620,4620,4620,4620
3802,21.56,88.15,94.81,0.62,7.36,212335.3,53.32,4583,300,32.81,0.59,6.77,6.77,143957.5,68883.77,57.79,9.16,3.35,4582,72.18,55.99,72.36,52.22,62.84,58.81,54.38,68.52,57.64,80.82,54.24,57.64,54.53,55.15,80.64,58.59,34.49,50.85,55.19,66.47,6.68,10.12,9.36,9.36,9.81,12.65,16.7,18.62,27.2,24.63,15.96,22.48,-0.28,-0.28,-0.4,-0.39,0.25,0.27,11491.78,4581.43,0,0,4583,4583,4584,4583,4583
3803,21.93,86.46,94.83,0.61,7.66,206185.6,53.27,4536,271.44,32.06,0.58,6.49,6.5,139217.3,70639.05,57.86,9.08,0,4537,71.7,55.92,71.63,51.86,63.28,57.9,53.69,68.59,56.95,80.68,53.98,57.28,53.03,54.16,80.31,57.94,35.44,50.09,54.62,68,7.06,10.88,8.98,8.79,9.43,12.46,16.9,18.81,28.58,25.42,16.16,21.89,-0.27,-0.28,-0.41,-0.4,0.28,0.3,11431.51,4567.29,0,0,4536,4537,4536,4537,4537
3804,21.69,88.26,94.75,0.62,7.52,206647.4,53.71,4612,251,32.15,0.59,6.74,6.75,143190.5,75441.56,57.79,9,3.42,4611,72.03,55.88,72.55,51.97,63.14,58.63,54.27,68.48,57.39,81.04,54.05,57.57,54.64,55.15,79.98,58.56,38.68,53.9,51,68.38,7.45,10.5,9.17,9.55,9.05,11.89,16.51,18.43,28.97,18.33,14.59,21.1,-0.28,-0.28,-0.4,-0.4,0.24,0.26,11529.03,4561.92,0,0,4612,4612,4611,4612,4612
3805,21.46,88.22,94.83,0.61,7.45,201946.2,50.98,4604,300,32.2,0.59,6.77,6.79,145038.4,74826.46,57.5,9.19,0,4604,72.14,55.99,72.18,52.22,63.25,58.23,54.24,68.81,57.42,81.01,54.05,57.46,54.31,54.86,80.24,58.45,35.44,52.75,51.38,64.38,6.68,10.31,9.55,8.98,9.62,12.27,16.9,18.24,24.83,23.25,15.18,21.69,-0.28,-0.28,-0.41,-0.4,0.26,0.28,11579.43,4595.58,0,0,4604,4604,4603,4605,4604
3806,20.4,88.77,94.78,0.62,7.54,205253.2,50.93,4607,249.24,32.3,0.6,6.75,6.76,142930.9,76867.38,57.75,9.1,3.44,4608,72.22,55.88,72.03,52.15,63.25,58.01,54.2,68.63,57.46,81.01,54.05,57.5,54.27,54.82,80.46,58.48,38.87,50.85,53.09,67.81,7.25,10.12,8.79,9.93,9.81,12.27,16.9,19.01,25.03,28.97,17.54,27.01,-0.28,-0.28,-0.41,-0.4,0.26,0.28,11520.47,4570.08,0,0,4607,4607,4607,4606,4607
3807,19.99,87.52,94.78,0.61,7.61,203424,52.69,4591,236.5,32.15,0.59,6.77,6.78,146699.9,70377.16,58.12,9,0,4591,72.07,55.88,72.03,52.15,63.25,58.12,54.13,68.63,57.35,81.01,53.98,57.5,53.87,54.64,80.49,58.34,35.63,50.28,56.33,65.33,6.87,10.5,10.31,8.98,9.24,11.51,16.7,18.62,27,24.44,14.59,19.32,-0.28,-0.28,-0.4,-0.4,0.26,0.28,11558.61,4604.6,0,0,4591,4591,4591,4591,4591
3808,20.12,88.4,94.75,0.62,7.78,205240.2,53.05,4598,288.5,32.37,0.59,6.78,6.79,141705.1,76049.09,57.9,9.07,4.92,4598,72.07,55.85,72.14,51.97,63.17,58.7,54.16,68.48,57.28,81.26,53.8,57.28,53.94,54.79,80.57,58.26,36.59,51.61,55,68.19,6.87,10.69,9.36,9.74,9.43,13.21,16.7,19.01,23.65,26.41,16.75,20.51,-0.28,-0.29,-0.4,-0.39,0.26,0.27,11539.79,4581.51,0,0,4598,4598,4598,4598,4598
3809,19.61,88.15,94.78,0.62,7.59,203519.1,53.1,4582,300,32.28,0.59,6.78,6.79,140875.7,73114.77,57.57,9.02,0,4582,72.03,55.99,72.03,52.11,63.28,58.56,54.2,68.74,57.35,81.01,53.98,57.42,54.27,54.86,80.49,58.3,36.01,50.47,55.95,65.9,6.87,11.26,9.36,8.79,9.43,12.84,16.9,19.01,23.25,22.46,14.59,18.73,-0.28,-0.29,-0.4,-0.4,0.26,0.28,11517.86,4599.33,0,0,4582,4582,4582,4582,4582
3810,19.2,87.82,94.81,0.62,7.75,204440.3,53.71,4575,287.26,32.35,0.59,6.76,6.76,145281.9,77967.39,57.83,9.19,3.43,4575,72.11,56.18,72.29,52.04,63.14,58.45,54.27,68.56,57.35,81.08,54.02,57.53,54.57,54.93,80.6,58.45,35.63,51.99,58.04,62.28,6.49,10.69,8.98,8.79,9.43,12.46,16.9,19.2,25.62,21.28,13.6,18.93,-0.29,-0.29,-0.4,-0.4,0.26,0.28,11549.94,4609.73,0,0,4575,4575,4575,4574,4574
3811,20.4,87.85,94.81,0.62,7.35,205161.3,51.44,4596,233.79,32.37,0.59,6.77,6.78,145658.7,73547.9,57.75,9.05,0,4597,72.11,55.96,72.29,52.3,63.1,58.48,54.31,68.48,57.5,80.82,54.05,57.61,54.53,54.93,80.64,58.3,35.44,51.61,53.86,66.28,6.68,10.5,8.79,8.98,9.24,11.7,16.7,18.62,24.04,22.07,15.57,22.08,-0.28,-0.29,-0.4,-0.4,0.26,0.28,11600.37,4622.78,0,0,4596,4596,4596,4596,4596
3812,18.72,87.89,94.78,0.62,7.6,207511.7,51.42,4600,293.85,32.47,0.59,6.76,6.77,146814.5,71607.35,57.9,8.98,0,4599,72.03,55.99,72.14,52.22,63.14,58.89,54.35,68.52,57.42,81.19,54.02,57.5,54.46,54.86,80.24,58.52,34.87,52.37,55.95,67.81,6.3,11.26,9.74,9.55,9.43,11.7,16.7,18.62,32.71,21.68,14.39,20.31,-0.28,-0.29,-0.4,-0.4,0.26,0.28,11561.84,4605.78,0,0,4600,4599,4599,4600,4600
3813,17.87,87.05,94.81,0.61,7.58,200761.7,52.54,4571,300,32.1,0.59,6.77,6.77,138306.9,74538.52,57.86,8.79,3.4,4571,71.92,55.81,71.78,52.11,63.5,58.48,53.94,68.59,57.17,80.97,53.87,57.24,53.98,54.49,80.38,58.19,34.68,49.14,55,62.28,7.25,10.5,10.31,9.93,9.24,13.21,17.09,18.81,28.18,17.93,17.34,24.25,-0.29,-0.29,-0.4,-0.4,0.27,0.29,11535.92,4603.31,0,0,4571,4570,4571,4571,4571
3814,18.11,87.01,94.81,0.62,7.24,202255.6,53.69,4566,267.11,32.23,0.59,6.77,6.77,143367.8,74387.73,58.01,9.23,3.45,4565,71.92,55.81,71.78,52,63.39,58.56,54.02,68.63,57.2,81.01,53.8,57.31,54.02,54.64,80.35,58.19,36.97,51.42,55.38,58.66,6.68,9.93,9.74,8.79,9.43,13.21,17.09,18.81,27.2,20.49,15.57,22.67,-0.29,-0.29,-0.4,-0.4,0.26,0.28,11464.98,4566.4,0,0,4566,4566,4566,4565,4566
3815,18.79,87.63,94.86,0.62,7.16,206673.4,55.84,4567,235.99,32.32,0.59,6.78,6.78,136960.9,73570.17,57.75,9.13,3.39,4567,72.11,55.96,71.92,52.11,63.35,58.04,54.02,68.7,57.28,80.9,53.94,57.35,54.09,54.6,80.42,58.26,36.59,51.42,54.24,67.23,7.06,10.31,9.55,8.98,9.24,12.27,16.32,18.62,30.35,23.06,13.8,21.49,-0.29,-0.29,-0.4,-0.4,0.25,0.27,11490.77,4573.23,0,0,4567,4566,4566,4566,4567
3816,18.96,88.18,94.89,0.61,7.12,206938.2,48.95,4608,210.94,32.59,0.59,6.79,6.79,146775.5,74291.04,58.04,9.14,0,4608,72.11,56.1,71.85,52.37,63.17,58.01,54.31,68.45,57.42,80.82,54.05,57.53,54.13,54.86,80.71,58.34,35.25,51.42,53.86,59.04,6.3,9.73,9.55,9.36,9.81,11.7,16.51,18.81,24.04,23.45,16.75,22.87,-0.29,-0.29,-0.4,-0.4,0.26,0.28,11564.51,4604.31,0,0,4608,4608,4608,4608,4608
3817,19.03,87.63,94.98,0.61,7.25,207234.1,52.3,4576,300,32.94,0.59,6.76,6.76,145426.8,67248.15,58.04,9.15,4.84,4576,72.11,56.1,72.03,52.48,62.95,58.63,54.38,68.34,57.53,80.9,54.16,57.42,54.09,54.93,80.49,58.52,35.82,52.18,54.24,58.66,6.68,10.12,9.93,8.4,9.43,12.08,16.7,18.81,27.2,24.24,14.98,22.48,-0.29,-0.29,-0.4,-0.4,0.26,0.28,11483.97,4567.57,0,0,4576,4576,4576,4576,4576
3818,18.72,87.85,94.95,0.62,7.12,208052.2,53.3,4583,300,32.76,0.59,6.78,6.79,139001.3,68747,58.3,8.94,0,4584,72.11,56.14,72.07,52.41,63.03,59.18,54.35,68.48,57.46,81.08,54.05,57.57,54.42,55.08,80.49,58.63,35.44,51.42,55.95,61.52,6.87,10.5,8.98,8.98,9.81,12.84,16.9,18.62,22.47,22.27,13.6,19.32,-0.29,-0.29,-0.4,-0.4,0.25,0.27,11537.87,4600.56,0,0,4583,4583,4583,4583,4583
3819,19.4,87.01,94.95,0.61,7.08,195772.2,53.35,4574,246.97,32.74,0.59,6.78,6.79,144619.9,76375.18,58.41,8.86,3.37,4574,71.92,56.07,71.89,52.37,63.06,58.85,54.46,68.52,57.35,80.64,54.02,57.53,53.43,54.93,80.57,58.48,35.25,51.61,52.9,65.9,7.25,10.12,8.98,8.98,8.87,13.4,16.51,18.81,21.88,21.68,14.98,21.29,-0.29,-0.29,-0.4,-0.4,0.26,0.27,11490.95,4567.18,0,0,4574,4574,4574,4575,4574
3820,19.78,87.05,94.89,0.61,7.13,214219.9,56.23,4567,272.9,32.86,0.59,6.78,6.78,143845.9,75251.18,58.56,8.92,6.02,4567,72,56.03,72.11,52.41,62.99,58.63,54.35,68.37,57.46,80.68,54.13,57.5,53.5,54.97,80.57,58.37,34.87,50.66,52.9,64.76,7.25,9.93,8.98,9.36,9.81,12.65,16.51,18.62,32.12,21.28,13.4,18.34,-0.29,-0.29,-0.4,-0.4,0.26,0.27,11495.23,4579.69,0,0,4567,4567,4567,4568,4567
